Anime ID,Romaji Title,English Title,Description,Episodes,Start Date,End Date,Duration,Popularity,Source,Season,Year,Favorites,Average Score,isAdult,Genres
814,Tennis no Ouji-sama: Atobe Kara no Okurimono,Prince of Tennis: Atobe's Gift,"Hyoutei Gakuen's strange (but impossibly wealthy) captain Atobe Keigo decides to throw a giant birthday party for his friend and teammate Kabaji. He invites the rest of the Prince of Tennis cast. Together they participate in many different sports and events: dancing, swimming, soccer, a relay race, and more.
<br><br>
(Source: Anime News Network)",1,"{'year': 2005, 'month': 1, 'day': 29}","{'year': 2005, 'month': 1, 'day': 29}",30,1978,MANGA,WINTER,2005,6,66,False,"Comedy, Sports"
815,Tennis no Ouji-sama: Futari no Samurai - The First Game,,"The regular players from Seigaku participates in an exhibition game aboard a cruise ship. However, they discover that the event is being run by a corrupt millionaire heavily involved in illegal gambling and betting, who demands that they lose the match on purpose. To add to the confusion, one of the players on the rival team introduces himself as Ryoma's brother.
<br><br>
(Source: Anime News Network)",1,"{'year': 2005, 'month': 1, 'day': 29}","{'year': 2005, 'month': 1, 'day': 29}",65,2727,MANGA,WINTER,2005,12,67,False,"Action, Sports"
816,Nanako Kaitai Shinsho,Amazing Nurse Nanako,"Nanako is a an inept apprentice nurse to the brilliant young Dr. Kouji. Now for some reason, Nanako is always being targeted by various elements which makes Nanako wonder if she has done anything wrong. But there are certain secrets to Nanako's past that only Dr. Kouji and his family know about. <br>",6,"{'year': 1999, 'month': 7, 'day': 5}","{'year': 2000, 'month': 3, 'day': 24}",26,1912,ORIGINAL,SUMMER,1999,12,48,False,"Comedy, Ecchi, Mecha, Sci-Fi"
817,Tactical Roar,,"In the near future the world's climate shifted creating in the Western Pacific a perpetual super cyclone: the Grand Roar that altered the earth, flooding most countries. Shipping and navigation became important to nations and following the appearance of ocean pirates, necessisated companies to hire escort cruisers to safeguard their investments. Hyousuke Nagimiya is a system engineer that was comissioned to upgrade the Pascal Magi manned by an entire crew of women with its captain, Misaki Nanaha. Together the crew strives to prove themselves to their detractors that they are no mere 'Alice Brand'. Yet as they go about their mission a larger global conspiracy seems to be working behind the scenes to take advantage of this new world order.
<br><br>
(Source: Anime News Network)",13,"{'year': 2006, 'month': 1, 'day': 8}","{'year': 2006, 'month': 4, 'day': 2}",25,1506,ORIGINAL,WINTER,2006,2,56,False,"Comedy, Romance, Sci-Fi"
818,Sakura Tsuushin,Sakura Diaries,"A Keio University (one of the top three colleges in Japan) exam candidate, Touma Inaba, is interrupted when a cute young girl, Urara Kasuga, arrives at his hotel room door. She later turns out to be his cousin who he barely remembers from his childhood. Urara, who had felt something special for him (an other-than-cousinly-love), invites Touma to live with her since he has no place to stay other than the hotel room. Before taking the test, Touma meets Meiko Yotsuba, a beautiful, sophisticated woman also trying to get into Keio. Meiko gets into Keio but Touma does not, due to a cold Urara had given him shortly before. Although he did not make it, he pretends he does to earn the respect of Meiko. Touma is caught up in a love triangle with Urara and Meiko, while struggling to keep Meiko believing he's really a Keio student and still be there for Urara at the same time.",12,"{'year': 1997, 'month': 5, 'day': 21}","{'year': 1997, 'month': 10, 'day': 22}",22,2570,MANGA,SPRING,1997,10,55,False,"Comedy, Drama, Ecchi, Romance, Slice of Life"
819,Boku wa Imouto ni Koi wo Suru,I'm In Love With My Sister,"Yori and his twin sister Iku used to be very close as children but lately Yori has grown colder toward Iku and is always eager to stay away from her. Iku was confused by Yori's attitude. Actually Yori is in love with Iku and that forbidden love is causing Yori sleepless nights since Yori and Iku are sharing the same room with bunk beds. Yori tried to ease his intense desire for Iku by bedding Iku's best friend. He had even applied to attend a boarding school in another city to take him far away from Iku. Yori lost his resolve to stay quiet about his feelings when Iku started to talk about having a boyfriend and going on dates. Now Yori want to have his little sister and he confessed. Iku loves her big brother and wanted them to stay together, so Iku is willing to anything to keep them together. But Yori wanted to have Iku as a lover, not as a sister loyal to her twin. ",1,"{'year': 2005, 'month': 5, 'day': 18}","{'year': 2005, 'month': 5, 'day': 18}",49,5555,MANGA,SPRING,2005,27,54,False,"Drama, Romance, Slice of Life"
820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,"For decades, the Galactic Empire has been locked in an interstellar war with the Free Planets Alliance, a conflict that involves thousands of spaceships and millions of soldiers on both sides. Two new commanders enter the conflict with great hopes: Imperial Admiral Reinhard von Lohengramm and the FPA's Yang Wen-Li. As they deal with superiors and subordinates, maneuver through complicated political arrangements, plot strategies, and win battles, each will be tested, and ultimately, changed, by the reality of war. <br><br>
(Source: Anime News Network)",110,"{'year': 1988, 'month': 1, 'day': 8}","{'year': 1997, 'month': 3, 'day': 17}",26,58120,OTHER,WINTER,1988,4084,88,False,"Drama, Sci-Fi"
821,Initial D BATTLE STAGE,,There are many street races in the Initial D Series. This OAV has no plot other than to collect all the street races into one stage. The dialog during the original races is left in. <br>,1,"{'year': 2002, 'month': 5, 'day': 15}","{'year': 2002, 'month': 5, 'day': 15}",52,6579,MANGA,SPRING,2002,37,72,False,"Action, Sports"
822,Initial D EXTRA STAGE,Initial D Extra Stage,"The Lancer EVO-driving group ""Emperor"" have defeated every racing team they've met in the Gunma region. Now they're out to challenge the duo of Mako and Sayuki and their SilEighty - the Impact Blue of Usui Mountain.
<br><br>
(Source: Anime News Network)",2,"{'year': 2001, 'month': 3, 'day': 22}","{'year': 2001, 'month': 3, 'day': 22}",27,10363,MANGA,SPRING,2001,82,70,False,"Action, Drama, Sports"
823,Virgin Night,,"Azumi and Yuzuru are two young people who have been in a serious relationship for a while. Yuzuru wants to become more intimate with Azumi, but she isn't quite ready, so they go to a video store, unsure of what to do next. Finally, on the way back to Azumi's place, Azumi tells Yuzuru that tonight, she doesn't have to go home ...<br><br>
(Source: AniDB)",1,"{'year': 2001, 'month': 6, 'day': 25}","{'year': 2001, 'month': 6, 'day': 25}",28,777,MANGA,SUMMER,2001,3,56,True,"Hentai, Romance"
824,Guardian Hearts,,"Maya, Kurusu, and Chelsea hit it off really well when trying to get revenge on Guardian Hearts for making them suffer. Maya and company thought that Guardian Hearts usually appears when Kazuya is getting along with a girl. Not knowing that Guardian Hearts is actually Hina, they leave her alone with Kazuya in an attempt to lure Guardian Hearts.<br><br>
(Source: AniDB)",6,"{'year': 2003, 'month': 5, 'day': 23}","{'year': 2003, 'month': 11, 'day': 28}",17,1422,MANGA,SPRING,2003,6,50,False,"Comedy, Ecchi, Romance"
825,King of Fighters: Another Day,,"The four episodes are set in Southtown, the imaginary city well known to all fans as the stage of numerous death matches throughout the KOF series. Many past heroes of the saga make their appearance here, and the four plots intertwine to create a large-scale drama, that is also linked to the story of KOF Maximum Impact 2. ",4,"{'year': 2005, 'month': 12, 'day': 2}","{'year': 2006, 'month': 3, 'day': 3}",10,1795,VIDEO_GAME,WINTER,2005,6,56,False,"Adventure, Drama"
827,Uba,Milk Money,"To relieve herself of the pain of her unsuckled milk, she takes a job as a wet-nurse. But she is abruptly dismissed when she is found to be ""too attached"" to her young charge...<br><br>
(Source: losaahead)",2,"{'year': 2004, 'month': 4, 'day': 9}","{'year': 2004, 'month': 7, 'day': 9}",29,1056,ORIGINAL,SPRING,2004,14,52,True,Hentai
828,Jinshin Yuugi,Love Lessons,"Anything you want... for a price. <br><br>
The Trainer will shape any woman into the culmination of your most erotic fantasies. Watch the parade of beautiful females that come to him to be transformed into the ultimate object of desire. Naughty, nice, playful, or passionate, each one is eager to please, and hand-tailored to fit your needs! ",2,"{'year': 2001, 'month': 3, 'day': 21}","{'year': 2001, 'month': 6, 'day': 21}",30,348,,SPRING,2001,3,45,True,Hentai
830,Sexfriend,,"Tomohiro Takabe is surprised one day when Mina Hayase tells him she wants to be more than a friend. Instead of being her boyfriend, Tomohiro is going to be her ""sexfriend"". With the help of the school nurse, the two spend their days in the nurses office. The two then decide to further their friendship by trying out some new ways.
<br><br>
(Source: Anime News Network)",2,"{'year': 2004, 'month': 1, 'day': 22}","{'year': 2004, 'month': 4, 'day': 23}",30,2512,VISUAL_NOVEL,WINTER,2004,28,61,True,Hentai
831,Chicchana Yukitsukai Sugar,A Little Snow Fairy Sugar,"The Season Fairies make the weather, each kind having its own specialty. Only full-fledged fairies have this ability. Sugar is an apprentice Snow Fairy. She and her friends have had all of the training and now need to find magical “Twinkles.” Unfortunately, none of these fairies know what a Twinkle is. However, they do find a human girl, Saga, who can see them when others can’t. Saga prefers a quiet and orderly life, becomes the rather unwilling helper to these noisy, lively, little fairies.<br>
<br>
(Source: Sentai Filmworks)",24,"{'year': 2001, 'month': 10, 'day': 2}","{'year': 2002, 'month': 3, 'day': 26}",24,3272,ORIGINAL,FALL,2001,35,65,False,"Comedy, Fantasy"
832,Ginsoukikou Ordian,,"Kananase Yu is just an ordinary high-school student. Since he has mysterious inside knowledge about piloting a mecha, he is recruited by the International Military Organization as a potential test pilot for a new mobile armor. However, apparently there are other young recruits around his age, including one of his classmates, were recruited as test pilot as well. Now Kananase Yu must prove that he is the best to be the test pilot.
<br><br>
(Source: Anime News Network)",24,"{'year': 2000, 'month': 4, 'day': 4}","{'year': 2000, 'month': 9, 'day': 19}",25,916,ORIGINAL,SPRING,2000,6,46,False,"Mecha, Sci-Fi"
833,Choujuushin Gravion,Super Heavy God Gravion,"The year is now 2041 AD. A new enemy called Zeravire suddenly appears in the solar system, destroying all military installations it comes across. However, a wealthy man named Klein Sandman is already aware of this planned invasion and had been secretly preparing his army for battle. His trump card is Gravion, a giant robot that utilizes gravity as its source of energy. Meanwhile a young man named Eiji secretly enters Sandman's base in search for his missing sister. It is there that he meets another young man by the name of Toga... These two must now fight together with four other individuals aboard the super robot, Gravion to fend off the Zeravire threat.
<br><br>
(Source: Anime News Network)",13,"{'year': 2002, 'month': 10, 'day': 7}","{'year': 2002, 'month': 12, 'day': 16}",23,2592,ORIGINAL,FALL,2002,15,58,False,"Adventure, Comedy, Mecha, Sci-Fi"
834,BLEACH: The Sealed Sword Frenzy,,A Shinigami named Baishin who was sealed by Soul Society long ago is set free on Earth. On a fateful day Ichigo encounters him and has roughly half of his reiatsu drained. Its now up to Ichigo and Soul Society to finally put a stop to Baishin and his destruction. <br>,1,"{'year': 2006, 'month': 3, 'day': 23}","{'year': 2006, 'month': 3, 'day': 23}",33,14332,MANGA,SPRING,2006,91,64,False,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural"
